protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
348	O14640	Segment polarity protein dishevelled homolog DVL-1 OS=Homo sapiens GN=DVL1 PE=1 SV=2	DVL1	80411.0	5.69337	0.0	78	437	16	7	5	10	7	126	6.49831e+06	326832.0	754594.0	412659.0	7.09636e+06	5.87685e+06	7.78968e+06	8.18338e+06	6.74735e+06	7.76493e+06	1.0	0.0524391	0.115972	0.0648452	1.08617	0.90007	1.2	1.2528	1.03437	1.19674	0.0	0.0948165	0.399224	0.136314	0.505897	0.579994	0.174218	0.5236	0.498956	0.147108
349	A0A0U1RQK7	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=1	EIF4G3	223339.0	6.40558	0.0	101	1085	24	21	2	22	21	126	2.89618e+07	1.96711e+06	3.12736e+06	2.16428e+06	3.00758e+07	2.50313e+07	2.92107e+07	4.27078e+07	3.5331e+07	3.47518e+07	1.0	0.0677737	0.107569	0.0744523	1.03998	0.86344	1.00986	1.47263	1.21666	1.19955	0.0	0.0394243	0.0545819	0.0450783	0.116852	0.133316	0.143281	0.127698	0.152609	0.0922686
350	Q9ULM3	YEATS domain-containing protein 2 OS=Homo sapiens GN=YEATS2 PE=1 SV=2	YEATS2	172917.0	5.12462	0.0	50	50	1	1	0	1	1	126	906919.0	177880.0	147941.0	149089.0	1.23719e+06	977763.0	1.26021e+06	1.23019e+06	967538.0	1.03256e+06	1.0	0.196136	0.163124	0.16439	1.36417	1.07811	1.38955	1.35645	1.06684	1.13853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
351	Q15424	Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB PE=1 SV=4	SAFB	116788.0	4.85765	0.0	45	139	4	4	1	3	3	126	499766.0	145715.0	138736.0	102598.0	723707.0	831999.0	765497.0	591472.0	525941.0	517681.0	1.0	0.291567	0.277602	0.205291	1.44809	1.66478	1.53171	1.1835	1.05237	1.03585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
352	E7EQT4|Q9UKV3|S4R3H4	Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2|Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=2|Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens GN=ACIN1 PE=1 SV=1	ACIN1	169503.0|174000.0|166668.0	5.3377	0.0	109	174	3	3	0	3	3	126	1.02281e+06	97078.7	86497.4	92105.6	1.31814e+06	1.17122e+06	1.33218e+06	1.56704e+06	1.12823e+06	1.16259e+06	1.0	0.0949133	0.084568	0.0900511	1.28874	1.14509	1.30246	1.53208	1.10307	1.13666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
353	H3BUY5|P38159|Q96E39	RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=1|RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3|RNA binding motif protein, X-linked-like-1 OS=Homo sapiens GN=RBMXL1 PE=1 SV=1	RBMX|RBMXL1	29644.9|45514.6|45324.5	5.26009	0.0	53	53	1	1	0	1	1	126	488311.0	36417.1	66768.4	87362.6	382340.0	321717.0	448438.0	325826.0	220452.0	503373.0	1.0	0.0745778	0.136733	0.178908	0.782986	0.658836	0.918347	0.667252	0.451459	1.03085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
354	H0Y2W2|Q9NVI7	ATPase family AAA domain-containing protein 3A (Fragment) OS=Homo sapiens GN=ATAD3A PE=1 SV=1|ATPase family AAA domain-containing protein 3A OS=Homo sapiens GN=ATAD3A PE=1 SV=2	ATAD3A	71648.5|79803.8	5.16654	0.0	58	58	1	1	0	1	1	126	389380.0	46221.0	61400.4	62216.0	211285.0	242287.0	265221.0	432502.0	312623.0	366575.0	1.0	0.118704	0.157688	0.159782	0.542618	0.622237	0.681137	1.11075	0.802872	0.941433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355	H3BQQ2|Q86UK7	Zinc finger protein 598 OS=Homo sapiens GN=ZNF598 PE=1 SV=1|E3 ubiquitin-protein ligase ZNF598 OS=Homo sapiens GN=ZNF598 PE=1 SV=1	ZNF598	103313.0|108888.0	4.85775	0.0	71	71	1	1	0	1	1	126	245920.0	22004.6	37722.9	0.0	218046.0	289229.0	267296.0	305321.0	283531.0	265800.0	1.0	0.0894785	0.153395	0.0	0.886652	1.17611	1.08692	1.24154	1.15294	1.08084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
356	A6NKT7|J3KNE0	RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens GN=RGPD3 PE=4 SV=2|RanBP2-like and GRIP domain-containing protein 3 OS=Homo sapiens GN=RGPD3 PE=4 SV=2	RGPD3	231280.0|232103.0	NA	0.0	73	786	17	1	16	1	1	126	2.07232e+06	0.0	207855.0	0.0	2.41486e+06	1.8563e+06	2.53104e+06	2.81551e+06	2.22694e+06	2.64938e+06	1.0	0.0	0.100301	0.0	1.16529	0.89576	1.22136	1.35863	1.07461	1.27846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
357	H0YHV5|P56192	Methionine--tRNA ligase, cytoplasmic (Fragment) OS=Homo sapiens GN=MARS PE=1 SV=1|Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2	MARS	28514.6|111823.0	4.09369	0.0	24	24	2	1	0	2	1	126	156950.0	26297.9	42216.1	35485.0	123682.0	150745.0	177462.0	84665.9	111275.0	135115.0	1.0	0.167556	0.268979	0.226091	0.788037	0.960467	1.13069	0.539446	0.708985	0.860878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
358	C9JZG1|P55884	Eukaryotic translation initiation factor 3 subunit B (Fragment) OS=Homo sapiens GN=EIF3B PE=1 SV=1|Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3	EIF3B	37028.6|104799.0	4.55047	0.0	75	75	1	1	0	1	1	126	139391.0	0.0	0.0	0.0	114438.0	162652.0	138350.0	140513.0	138211.0	120582.0	1.0	0.0	0.0	0.0	0.82099	1.16688	0.992529	1.00805	0.991533	0.865064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
359	Q9H2G2	STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1	SLK	171711.0	5.60063	0.0	38	142	5	5	0	5	5	126	5.66837e+06	762781.0	902073.0	914798.0	5.90072e+06	4.91511e+06	6.13951e+06	8.78459e+06	7.32566e+06	7.32668e+06	1.0	0.134568	0.159142	0.161387	1.04099	0.87004	1.09166	1.54794	1.29076	1.29256	0.0	0.201149	0.1207	0.26527	0.397278	0.339484	0.398557	0.238096	0.21205	0.132683
360	A0A087WY61|Q14980	Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=1|Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2	NUMA1	270623.0|272948.0	4.78537	0.0	65	165	3	3	0	3	3	126	581985.0	83273.4	102986.0	76358.1	876862.0	528543.0	1.10773e+06	760571.0	565779.0	718502.0	1.0	0.143085	0.176957	0.131203	1.50667	0.908173	1.90337	1.30686	0.972154	1.23457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
361	E7ENY0|E7EV99|H0Y9H2|H0YG19|P35611	Alpha-adducin OS=Homo sapiens GN=ADD1 PE=1 SV=1|Alpha-adducin OS=Homo sapiens GN=ADD1 PE=1 SV=1|Alpha-adducin (Fragment) OS=Homo sapiens GN=ADD1 PE=1 SV=1|Alpha-adducin (Fragment) OS=Homo sapiens GN=ADD1 PE=1 SV=1|Alpha-adducin OS=Homo sapiens GN=ADD1 PE=1 SV=2	ADD1	82753.7|79178.9|54676.4|14709.7|93050.4	4.87285	0.0	64	64	1	1	0	1	1	126	581926.0	0.0	0.0	0.0	785929.0	895805.0	720547.0	744771.0	646172.0	515822.0	1.0	0.0	0.0	0.0	1.35056	1.53938	1.23821	1.27984	1.1104	0.886404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
362	P37802|X6RJP6	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3|Transgelin-2 (Fragment) OS=Homo sapiens GN=TAGLN2 PE=1 SV=1	TAGLN2	25356.3|24051.7	5.65511	0.00519481	21	21	1	1	0	1	1	126	675889.0	117869.0	122195.0	131139.0	657875.0	649326.0	664475.0	1.10059e+06	810614.0	768740.0	1.0	0.174391	0.180791	0.194025	0.973347	0.960698	0.983112	1.62836	1.19933	1.13738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
363	B1ALY0|C9JZH4	PALM2-AKAP2 readthrough (Fragment) OS=Homo sapiens GN=PALM2-AKAP2 PE=1 SV=1|Paralemmin-2 (Fragment) OS=Homo sapiens GN=PALM2 PE=4 SV=8	PALM2	56306.1|24406.3	3.93296	0.0	46	46	1	1	0	1	1	126	88500.3	0.0	0.0	0.0	97774.3	131109.0	82523.2	99707.2	76552.2	59873.6	1.0	0.0	0.0	0.0	1.10479	1.48145	0.932462	1.12663	0.864994	0.676535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364	Q9P2M7	Cingulin OS=Homo sapiens GN=CGN PE=1 SV=2	CGN	155325.0	5.90032	0.0	70	396	9	8	3	6	6	126	2.84705e+06	178166.0	325359.0	195035.0	5.23912e+06	5.15444e+06	5.51e+06	3.71216e+06	3.76278e+06	3.10116e+06	1.0	0.0642845	0.115964	0.0714826	1.84019	1.8086	1.93466	1.30498	1.31817	1.09069	0.0	0.09796	0.135712	0.175965	0.407677	0.32296	0.551996	0.174029	0.442909	0.226109
365	E9PJH4|E9PK82|E9PL09|E9PPU1|E9PQ96|E9PQX2|F2Z2S8|H0YCJ7|H0YES8|H0YEU2|H0YF32|P23396	40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 (Fragment) OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 (Fragment) OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 (Fragment) OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 (Fragment) OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 (Fragment) OS=Homo sapiens GN=RPS3 PE=1 SV=1|40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2	RPS3	14537.0|15912.6|29938.0|21063.1|11876.7|6154.29|15123.6|17285.8|4200.1|21868.2|14874.1|31483.8	5.28528	0.0	29	29	1	1	0	1	1	126	727606.0	273397.0	344701.0	327986.0	824135.0	648683.0	925780.0	884637.0	711052.0	873122.0	1.0	0.375749	0.473748	0.450775	1.13267	0.89153	1.27236	1.21582	0.977248	1.19999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
366	Q5W0B1	RING finger protein 219 OS=Homo sapiens GN=RNF219 PE=1 SV=1	RNF219	96419.6	6.06378	0.0	85	444	8	8	0	8	8	126	6.4694e+06	217568.0	673029.0	321043.0	8.37931e+06	7.30857e+06	8.43254e+06	8.79431e+06	7.46184e+06	7.35335e+06	1.0	0.033537	0.103932	0.0484742	1.2946	1.13023	1.30292	1.35411	1.15219	1.13664	0.0	0.0393382	0.0453421	0.0563308	0.216335	0.195368	0.156801	0.252858	0.287087	0.126691
367	Q8IX90	Spindle and kinetochore-associated protein 3 OS=Homo sapiens GN=SKA3 PE=1 SV=2	SKA3	53892.6	5.31714	0.0	89	160	2	2	0	2	2	126	1.57986e+06	75854.6	125809.0	74961.4	2.37737e+06	2.11816e+06	1.9942e+06	2.29083e+06	1.78197e+06	1.68104e+06	1.0	0.0480134	0.0796329	0.047448	1.5048	1.34072	1.26226	1.45002	1.12793	1.06405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
368	GFP_AEQVI|Q9U6Y5	|SWISS-PROT:Q9U6Y5 Green fluorescent protein (GFP-Cter-HisTag)	GFP_AEQVI|Q9U6Y5	31681.8|32672.1	6.63352	0.0	47	282	10	9	1	9	8	126	3.08975e+06	90468.6	446986.0	183496.0	1.71354e+06	1.79144e+06	1.9238e+06	1.61093e+07	1.45727e+07	3.72707e+06	1.0	0.0283857	0.147684	0.0568385	0.551257	0.580894	0.628896	5.29572	4.73165	1.20954	0.0	0.0811765	0.207949	0.12193	0.374929	0.287734	0.442841	8.72206	7.80033	0.349642
369	P23246	Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2	SFPQ	83893.2	5.49379	0.0	55	186	7	5	2	5	5	126	2.201e+06	294016.0	438286.0	320305.0	3.16592e+06	2.90423e+06	3.14284e+06	3.26426e+06	2.8546e+06	2.48893e+06	1.0	0.133583	0.196269	0.145527	1.4384	1.31574	1.42792	1.48308	1.29256	1.12983	0.0	0.060509	0.123765	0.0615576	0.282549	0.411858	0.176862	0.461592	0.226097	0.178704
370	P78527	DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	PRKDC	532266.0	4.30179	0.00497512	18	18	1	1	0	1	1	126	191762.0	0.0	10983.5	31060.2	63729.1	61933.2	178923.0	78477.6	90904.6	151441.0	1.0	0.0	0.0572764	0.161973	0.332334	0.322968	0.933048	0.409244	0.474049	0.789732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	Q8WW12	PEST proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2	PCNP	24184.2	5.46198	0.0	48	141	3	3	1	2	2	126	1.7783e+06	488887.0	405150.0	449966.0	1.99533e+06	1.57934e+06	2.08563e+06	2.75696e+06	2.11321e+06	2.3019e+06	1.0	0.274918	0.227829	0.253031	1.12204	0.888113	1.17282	1.55033	1.18833	1.29444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	M0R2X4|O96013	Serine/threonine-protein kinase PAK 4 (Fragment) OS=Homo sapiens GN=PAK4 PE=1 SV=1|Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1	PAK4	16751.1|70907.1	4.79248	0.0026178	22	22	2	1	0	2	1	126	112111.0	15179.9	14143.6	25476.3	141920.0	120914.0	136850.0	121960.0	115408.0	118845.0	1.0	0.135401	0.126157	0.227242	1.26589	1.07852	1.22066	1.08785	1.02941	1.06007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
373	F8WF45|P82094	TATA element modulatory factor OS=Homo sapiens GN=TMF1 PE=1 SV=1|TATA element modulatory factor OS=Homo sapiens GN=TMF1 PE=1 SV=2	TMF1	102651.0|143850.0	5.34546	0.0	61	61	1	1	0	1	1	126	1.37825e+06	46226.6	82993.0	56421.0	1.6358e+06	1.38774e+06	1.59632e+06	2.05722e+06	1.68569e+06	1.49169e+06	1.0	0.0335401	0.0602162	0.0409367	1.18687	1.00689	1.15822	1.49263	1.22307	1.08231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
374	E7EUU4|E7EX73|E9PGM1|Q04637	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=1|Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=1|Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=1|Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	EIF4G1	193535.0|180547.0|188644.0|197611.0	5.88507	0.0	62	432	13	10	2	11	10	126	8.28923e+06	921762.0	1.30095e+06	1.16274e+06	8.87231e+06	7.7962e+06	8.43945e+06	1.39548e+07	1.09537e+07	1.01276e+07	1.0	0.110025	0.156446	0.139166	1.07035	0.938242	1.01748	1.6751	1.32074	1.21871	0.0	0.1566	0.1783	0.239984	0.112395	0.102774	0.172251	0.413059	0.160415	0.137383
375	A0A0A0MRM9|Q14978|S4R349	Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens GN=NOLC1 PE=1 SV=1|Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2|Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens GN=NOLC1 PE=1 SV=1	NOLC1	100277.0|99225.9|35906.2	5.76882	0.0	49	73	2	2	0	2	2	126	1.33749e+06	137125.0	195954.0	124770.0	2.91497e+06	2.30625e+06	2.86946e+06	1.76162e+06	1.41032e+06	1.46777e+06	1.0	0.102524	0.146508	0.0932866	2.17943	1.72431	2.1454	1.31711	1.05445	1.0974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
376	P16949	Stathmin OS=Homo sapiens GN=STMN1 PE=1 SV=3	STMN1	22791.9	6.32686	0.0	66	128	3	1	2	1	1	126	1.02136e+06	14086.0	62913.5	0.0	1.40355e+06	1.12254e+06	1.08729e+06	1.60836e+06	1.23172e+06	1.14301e+06	1.0	0.0137914	0.0615975	0.0	1.37419	1.09906	1.06455	1.57472	1.20596	1.11911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
377	B4DUR8|P49368	T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=1|T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4	CCT3	63201.1|68974.4	5.50391	0.0	69	196	5	4	1	4	4	126	2.58952e+06	231843.0	450832.0	406871.0	3.43094e+06	3.08651e+06	3.21162e+06	3.92975e+06	3.39348e+06	2.80358e+06	1.0	0.0895315	0.174099	0.157122	1.32493	1.19193	1.24024	1.51756	1.31047	1.08267	0.0	0.0857627	0.0383669	0.0712692	0.531189	0.426907	0.446186	0.197794	0.218958	0.168129
378	P32119	Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5	PRDX2	25315.7	5.54068	0.0	56	155	4	3	1	3	3	126	8.14815e+06	2.41775e+06	2.77312e+06	2.49661e+06	4.33207e+06	4.13259e+06	9.14436e+06	6.67879e+06	6.05228e+06	9.56601e+06	1.0	0.296724	0.340338	0.306401	0.531663	0.507182	1.12226	0.819669	0.742779	1.17401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
379	Q02779	Mitogen-activated protein kinase kinase kinase 10 OS=Homo sapiens GN=MAP3K10 PE=1 SV=3	MAP3K10	111880.0	4.62754	0.0	54	54	1	1	0	1	1	126	86008.0	0.0	0.0	0.0	90141.6	51733.5	89294.0	91434.0	108834.0	66088.5	1.0	0.0	0.0	0.0	1.04806	0.601496	1.03821	1.06309	1.26539	0.7684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
380	E7EPB3|P50914	60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=1|60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4	RPL14	17986.0|32125.2	4.67307	0.0	92	92	1	1	0	1	1	126	97734.2	0.0	62558.4	0.0	174572.0	175050.0	235695.0	166559.0	122225.0	161428.0	1.0	0.0	0.640087	0.0	1.78619	1.79108	2.41159	1.7042	1.25058	1.6517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
381	Q96PY6	Serine/threonine-protein kinase Nek1 OS=Homo sapiens GN=NEK1 PE=1 SV=2	NEK1	168177.0	4.04479	0.0	52	52	1	1	0	1	1	126	19600.9	0.0	0.0	0.0	31384.8	33488.5	21539.9	35087.5	24184.9	0.0	1.0	0.0	0.0	0.0	1.60119	1.70851	1.09892	1.79009	1.23386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
382	O14654	Insulin receptor substrate 4 OS=Homo sapiens GN=IRS4 PE=1 SV=1	IRS4	144914.0	6.0197	0.0	103	448	10	10	1	9	9	126	5.40876e+06	738143.0	944841.0	741707.0	7.46805e+06	6.75049e+06	7.79652e+06	7.57024e+06	6.37211e+06	5.93989e+06	1.0	0.130546	0.174362	0.136008	1.38094	1.24774	1.44312	1.39812	1.17651	1.09525	0.0	0.314143	0.0512956	0.0907161	0.287361	0.190175	0.246119	0.133176	0.159616	0.226166
383	A0A0A0MSJ8|O75170|T1ECW5	Serine/threonine-protein phosphatase 6 regulatory subunit 2 (Fragment) OS=Homo sapiens GN=PPP6R2 PE=1 SV=1|Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens GN=PPP6R2 PE=1 SV=2|Serine/threonine-protein phosphatase 6 regulatory subunit 2 (Fragment) OS=Homo sapiens GN=PPP6R2 PE=1 SV=1	PPP6R2	62997.0|113126.0|77505.7	4.53661	0.0	25	25	1	1	0	1	1	126	206904.0	23975.5	25579.2	26980.0	107997.0	133639.0	166840.0	218033.0	183120.0	265105.0	1.0	0.115878	0.123628	0.130399	0.521968	0.6459	0.806363	1.05379	0.885048	1.28129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
384	A0A0U1RRI0|Q06124	Tyrosine-protein phosphatase non-receptor type 11 (Fragment) OS=Homo sapiens GN=PTPN11 PE=1 SV=1|Tyrosine-protein phosphatase non-receptor type 11 OS=Homo sapiens GN=PTPN11 PE=1 SV=2	PTPN11	25421.4|78934.8	4.99813	0.0	47	47	1	1	0	1	1	126	212578.0	52254.9	79784.8	83368.5	247755.0	244961.0	237094.0	376720.0	265530.0	288809.0	1.0	0.245815	0.37532	0.392178	1.16548	1.15233	1.11533	1.77215	1.24909	1.3586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
385	E7ET15|H0Y8D9|O15042	U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=1|U2 snRNP-associated SURP motif-containing protein (Fragment) OS=Homo sapiens GN=U2SURP PE=1 SV=1|U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2	U2SURP	143153.0|60261.5|143197.0	5.33886	0.0026178	22	64	3	3	1	2	2	126	2.82883e+06	351109.0	571272.0	448751.0	4.5447e+06	3.13793e+06	3.68714e+06	3.85164e+06	3.90431e+06	3.2121e+06	1.0	0.124118	0.201946	0.158635	1.60657	1.10927	1.30341	1.36157	1.38019	1.13549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
386	F8W9S7|Q14C86	GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=1|GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=2	GAPVD1	172031.0|181605.0	4.98791	0.0	36	62	2	2	0	2	2	126	1.33706e+06	99505.9	205832.0	175078.0	1.98578e+06	1.85016e+06	1.85355e+06	1.82383e+06	1.6187e+06	1.34629e+06	1.0	0.0744216	0.153944	0.130943	1.48519	1.38376	1.38629	1.36406	1.21064	1.00691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
387	A6NHR9	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2	SMCHD1	264272.0	5.52942	0.0	55	271	6	6	1	5	5	126	3.19361e+06	457873.0	641967.0	406094.0	3.86974e+06	3.52455e+06	3.93377e+06	5.18415e+06	4.1923e+06	3.69484e+06	1.0	0.143372	0.199297	0.124524	1.21171	1.10363	1.22875	1.6227	1.31271	1.15695	0.0	0.144336	0.229988	0.106178	0.0604094	0.181403	0.15233	0.169618	0.304354	0.109728
388	Q6PKG0	La-related protein 1 OS=Homo sapiens GN=LARP1 PE=1 SV=2	LARP1	143371.0	5.67603	0.0	53	223	7	6	1	6	5	126	4.01124e+06	274599.0	341173.0	336733.0	5.83482e+06	5.39024e+06	5.28093e+06	6.47422e+06	5.09452e+06	4.71833e+06	1.0	0.0684575	0.0852943	0.0844362	1.45462	1.33823	1.31657	1.61228	1.26695	1.17763	0.0	0.0683801	0.0828335	0.0979819	0.193721	0.31803	0.206147	0.35065	0.259003	0.184819
389	A6NNN6|E7ETA6|Q15154	Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=5|Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=1|Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=4	PCM1	237274.0|257611.0|258413.0	5.38112	0.0	60	241	6	5	1	5	4	126	1.21268e+06	90666.8	209265.0	209293.0	1.9316e+06	1.54508e+06	2.0779e+06	1.76563e+06	1.46538e+06	1.52608e+06	1.0	0.0737862	0.171974	0.172587	1.60134	1.2741	1.70026	1.45597	1.19745	1.25461	0.0	0.148408	0.139403	0.260552	0.356883	0.463857	0.394389	0.492495	0.477203	0.278625
390	Q96T58	Msx2-interacting protein OS=Homo sapiens GN=SPEN PE=1 SV=1	SPEN	461815.0	4.78088	0.0	50	100	2	2	0	2	2	126	1.11861e+06	59471.6	27170.2	39718.5	1.36685e+06	1.17812e+06	1.5143e+06	1.53114e+06	1.18699e+06	1.19679e+06	1.0	0.0531656	0.0242892	0.035507	1.22191	1.0532	1.35373	1.36879	1.06113	1.06989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391	K22E_HUMAN|P35908	|SWISS-PROT:P35908 Tax_Id=9606 Gene_Symbol=KRT2 Keratin, type II cytoskeletal 2 epidermal	K22E_HUMAN|P35908	74075.3|74075.3	5.76501	0.0	85	281	14	4	3	4	4	126	3.40201e+06	812315.0	2.52949e+06	1.18368e+06	5.88242e+06	2.61703e+06	8.28994e+06	3.98283e+06	4.09635e+06	3.8119e+06	1.0	0.238775	0.743527	0.347937	1.7291	0.769259	2.43678	1.17073	1.2041	1.12048	0.0	0.13134	0.2536	0.0742546	0.249558	0.198967	0.62724	0.27663	0.169655	0.168471
392	O95881	Thioredoxin domain-containing protein 12 OS=Homo sapiens GN=TXNDC12 PE=1 SV=1	TXNDC12	22401.9	4.97307	0.0	47	47	1	1	0	1	1	126	598596.0	419132.0	705457.0	502784.0	488217.0	606720.0	696581.0	704905.0	642243.0	636452.0	1.0	0.700192	1.17852	0.839938	0.815603	1.01357	1.16369	1.1776	1.07292	1.06324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
